Code établissement;Appellation officielle;Dénomination principale;Patronyme uai;Secteur Public/Privé;Adresse;Lieu dit;Boite postale;Code postal;Localite d'acheminement;Commune;Coordonnee X;Coordonnee Y;EPSG;Latitude;Longitude;Qualité d'appariement;Localisation;Code nature;Nature;Code état établissement;Etat établissement;Code département;Code région;Code académie;Code commune;Département;Région;Académie;Position;secteur_prive_code_type_contrat;secteur_prive_libelle_type_contrat;code_ministere;libelle_ministere
0130542U;Ecole élémentaire Canet Larousse;ECOLE ELEMENTAIRE  PUBLIQUE;CANET LAROUSSE;Public;Boulevard Larousse;;;13014;MARSEILLE;Marseille 14e  Arrondissement;892965.7;6250826.0;EPSG:2154;43.33042960886848;5.378290215621033;Parfaite;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13214;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3304296089,5.37829021562;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130550C;Ecole élémentaire Chave;ECOLE ÉLÉMENTAIRE PUBLIQUE;CHAVE;Public;191 boulevard Chave;;;13005;MARSEILLE;Marseille  5e  Arrondissement;895046.4;6247040.5;EPSG:2154;43.295825246857575;5.402499853086729;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13205;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2958252469,5.40249985309;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130557K;Ecole élémentaire gilles vigneault;ECOLE ELEMENTAIRE  PUBLIQUE;GILLES VIGNEAULT;Public;15 boulevard Dahdah;;;13004;MARSEILLE;Marseille  4e  Arrondissement;894300.0;6248643.4;EPSG:2154;43.31044167344849;5.393910044661447;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13204;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3104416734,5.39391004466;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130567W;Ecole élémentaire La Feuilleraie;ECOLE ELEMENTAIRE  PUBLIQUE;FEUILLERAIE (LA);Public;87 boulevard de Roux;;;13004;MARSEILLE;Marseille  4e  Arrondissement;895506.2;6248318.1;EPSG:2154;43.30718679670305;5.40863985374276;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13204;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3071867967,5.40863985374;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130578H;Ecole élémentaire Leverrier;ECOLE ELEMENTAIRE  PUBLIQUE;LEVERRIER;Public;6 place Leverrier;;;13004;MARSEILLE;Marseille  4e  Arrondissement;894283.0;6248187.0;EPSG:2154;43.30634254803065;5.393530322690156;MANUEL;BATIMENT;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13204;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.306342548,5.39353032269;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130584P;Ecole élémentaire Les Martegaux;ECOLE ELEMENTAIRE  PUBLIQUE;MARTEGAUX (LES);Public;Avenue des Olives;;;13013;MARSEILLE;Marseille 13e  Arrondissement;898045.1;6250472.4;EPSG:2154;43.32585605163582;5.440719479679138;Parfaite;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13213;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3258560516,5.44071947968;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130595B;Ecole élémentaire National;ECOLE ELEMENTAIRE  PUBLIQUE;NATIONAL;Public;179 boulevard National;;;13003;MARSEILLE;Marseille  3e  Arrondissement;893205.6;6248441.5;EPSG:2154;43.308923844676016;5.380359506901447;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13203;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3089238447,5.3803595069;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130603K;Ecole élémentaire La Pauline;ECOLE ELEMENTAIRE  PUBLIQUE;PAULINE (LA);Public;343 boulevard Romain Rolland;;;13009;MARSEILLE;Marseille  9e  Arrondissement;895659.1;6244318.1;EPSG:2154;43.27117923931036;5.4090194255475215;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13209;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2711792393,5.40901942555;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130605M;Ecole élémentaire Pharo Catalans;ECOLE ELEMENTAIRE  PUBLIQUE;PHARO CATALANS;Public;Rue des Catalans;;;13007;MARSEILLE;Marseille  7e  Arrondissement;891262.8;6246516.5;EPSG:2154;43.292139015043745;5.355730476298412;Parfaite;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13207;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.292139015,5.3557304763;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130609S;Ecole élémentaire  Pont de Vivaux Saccoman;ECOLE ELEMENTAIRE  PUBLIQUE;PONT DE VIVAUX SACCOMAN;Public;200 boulevard Romain Rolland;;;13010;MARSEILLE;Marseille 10e  Arrondissement;896219.5;6244784.0;EPSG:2154;43.27521427832064;5.41609042077842;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13210;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2752142783,5.41609042078;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130611U;Ecole élémentaire Valmante;ECOLE ELEMENTAIRE  PUBLIQUE;VALMANTE;Public;83 chemin Jean Roubin;;;13009;MARSEILLE;Marseille  9e  Arrondissement;896715.4;6241756.4;EPSG:2154;43.247855992564396;5.421050056359073;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13209;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2478559926,5.42105005636;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130629N;Ecole élémentaire Saint Barthélémy SNCF;ECOLE ELEMENTAIRE PUBLIQUE;SAINT BARTHELEMY SNCF;Public;Chemin de Sainte Marthe;;;13014;MARSEILLE;Marseille 14e  Arrondissement;893891.0;6250073.0;EPSG:2154;43.323407564904045;5.389406787864839;Parfaite;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13214;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3234075649,5.38940678786;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130640A;Ecole élémentaire Saint-Just Corot;ECOLE ELEMENTAIRE  PUBLIQUE;SAINT JUST COROT;Public;Traverse Signoret;;;13013;MARSEILLE;Marseille 13e  Arrondissement;895216.0;6250226.0;EPSG:2154;43.32442142824379;5.405782723947529;MANUEL;BATIMENT;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13213;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3244214282,5.40578272395;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130648J;Ecole élémentaire Saint Pierre;ECOLE ELEMENTAIRE  PUBLIQUE;SAINT PIERRE;Public;22 boulevard Louis Frangin;;;13005;MARSEILLE;Marseille  5e  Arrondissement;895377.2;6246900.5;EPSG:2154;43.29447584114891;5.406519448642874;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13205;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2944758411,5.40651944864;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130658V;Ecole élémentaire La Timone;ECOLE ELEMENTAIRE  PUBLIQUE;TIMONE (LA);Public;23 rue Mathurin;;;13010;MARSEILLE;Marseille 10e  Arrondissement;895314.0;6245923.0;EPSG:2154;43.285704050154834;5.40537481999056;MANUEL;BATIMENT;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13210;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2857040502,5.40537481999;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130659W;Ecole élémentaire Franklin Roosevelt;ECOLE ELEMENTAIRE  PUBLIQUE;FRANKLIN ROOSEVELT;Public;5 rue Tivoli;;;13005;MARSEILLE;Marseille  5e  Arrondissement;893964.8;6247267.3;EPSG:2154;43.29815969278911;5.389269814695804;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13205;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2981596928,5.3892698147;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130666D;Ecole élémentaire Vallon des Tuves;ECOLE ELEMENTAIRE  PUBLIQUE;VALLON DES TUVES;Public;Traverse Courtes;;;13015;MARSEILLE;Marseille 15e  Arrondissement;892052.1;6255379.0;EPSG:2154;43.37161696939591;5.3687197668782805;Parfaite;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13215;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3716169694,5.36871976688;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130691F;Ecole élémentaire  Breteuil;ECOLE ELEMENTAIRE  PUBLIQUE;BRETEUIL;Public;113 rue Breteuil;;;13006;MARSEILLE;Marseille  6e  Arrondissement;893015.2;6246026.6;EPSG:2154;43.287261697545375;5.377119723373462;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13206;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2872616975,5.37711972337;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130698N;Ecole élémentaire Canet Barbès;ECOLE ELEMENTAIRE  PUBLIQUE;CANET BARBES;Public;21 boulevard Barbès;;;13014;MARSEILLE;Marseille 14e  Arrondissement;892679.2;6250122.3;EPSG:2154;43.32417964759648;5.374500520009543;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13214;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3241796476,5.37450052001;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130705W;Ecole primaire Louis Botinelly;ECOLE ELEMENTAIRE  PUBLIQUE;LOUIS BOTINELLY;Public;23 bis boulevard Louis Botinelly;;;13004;MARSEILLE;Marseille  4e  Arrondissement;895198.6;6247698.2;EPSG:2154;43.301697278479736;5.4046200600387815;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13204;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3016972785,5.40462006004;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130706X;Ecole élémentaire Cité Michelis 2;ECOLE ELEMENTAIRE  PUBLIQUE;CITE MICHELIS 2;Public;33 avenue du Pontet;;;13011;MARSEILLE;Marseille 11e  Arrondissement;898850.7;6245810.8;EPSG:2154;43.283717475299284;5.448860266869467;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13211;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2837174753,5.44886026687;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130725T;Ecole élémentaire Friedland;ECOLE ELEMENTAIRE  PUBLIQUE;FRIEDLAND;Public;13 rue Friedland;;;13006;MARSEILLE;Marseille  6e  Arrondissement;893964.3;6245941.2;EPSG:2154;43.2862362125556;5.388769645042921;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13206;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2862362126,5.38876964504;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130736E;Ecole élémentaire Lapin Blanc;ECOLE ELEMENTAIRE  PUBLIQUE;LAPIN BLANC;Public;70 avenue André Zenatti;;;13008;MARSEILLE;Marseille  8e  Arrondissement;893918.0;6241464.0;EPSG:2154;43.245992900574294;5.386533790027699;MANUEL;BATIMENT;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13208;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2459929006,5.38653379003;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130745P;Ecole maternelle Maurelle;ECOLE MATERNELLE PUBLIQUE;MAURELLE;Public;22 rue Marius Briata;;;13013;MARSEILLE;Marseille 13e  Arrondissement;897994.9;6249892.0;EPSG:2154;43.320651322570505;5.439880257381744;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13213;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3206513226,5.43988025738;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130788L;Ecole élémentaire Saint Charles 2;ECOLE ELEMENTAIRE  PUBLIQUE;SAINT CHARLES 2;Public;36 rue du 141ème RIA;;;13003;MARSEILLE;Marseille  3e  Arrondissement;893184.0;6248219.0;EPSG:2154;43.30692906292604;5.380010948716276;MANUEL;BATIMENT;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13203;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3069290629,5.38001094872;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130796V;Ecole élémentaire Saint-Just Centre 2;ECOLE ELEMENTAIRE  PUBLIQUE;SAINT JUST CENTRE 2;Public;16 rue Saint Georges;;;13013;MARSEILLE;Marseille 13e  Arrondissement;895206.5;6249651.0;EPSG:2154;43.31925383854728;5.405449921929668;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13213;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3192538385,5.40544992193;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130813N;Ecole élémentaire Sainte-Sophie;ECOLE ELEMENTAIRE  PUBLIQUE;SAINTE SOPHIE;Public;4 rue Sainte Sophie;;;13004;MARSEILLE;Marseille  4e  Arrondissement;895039.6;6248250.9;EPSG:2154;43.306710428122976;5.402869700082881;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13204;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3067104281,5.40286970008;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130833K;Ecole maternelle Abbé de l'Epée;ECOLE MATERNELLE PUBLIQUE;ABBE DE L'EPEE;Public;7 bis square Sidi Brahim;;;13005;MARSEILLE;Marseille  5e  Arrondissement;894714.2;6247226.6;EPSG:2154;43.297589394897734;5.398480078256209;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13205;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2975893949,5.39848007826;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130839S;Ecole maternelle La Barasse;ECOLE MATERNELLE PUBLIQUE;BARASSE (LA);Public;16 boulevard Margaillan;;;13011;MARSEILLE;Marseille 11e  Arrondissement;901528.0;6245875.0;EPSG:2154;43.28354289207971;5.481834679362144;MANUEL;BATIMENT;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13211;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2835428921,5.48183467936;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130841U;Ecole maternelle La Baume;ECOLE MATERNELLE PUBLIQUE;BAUME (LA);Public;1  TRAVERSE COLGATE;;;13009;MARSEILLE;Marseille  9e  Arrondissement;895932.4;6240320.3;EPSG:2154;43.2351594252715;5.4108799100257965;Correcte;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13209;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2351594253,5.41087991003;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130847A;Ecole maternelle Bernabo;ECOLE MATERNELLE PUBLIQUE;BERNABO;Public;1  TRAVERSE BERNABO;;;13015;MARSEILLE;Marseille 15e  Arrondissement;891214.0;6251551.5;EPSG:2154;43.33742562437091;5.356980327494389;Parfaite;Rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13215;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3374256244,5.35698032749;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130857L;Ecole maternelle Calanques de Sormiou;ECOLE MATERNELLE PUBLIQUE;CALANQUES DE SORMIOU;Public;141 chemin de Sormiou;;;13009;MARSEILLE;Marseille  9e  Arrondissement;895217.6;6239626.2;EPSG:2154;43.22911468201355;5.401830275452697;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13209;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.229114682,5.40183027545;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130862S;Ecole maternelle Chutes Lavie;ECOLE MATERNELLE PUBLIQUE;CHUTES LAVIE;Public;63 allée des Platanes;;;13004;MARSEILLE;Marseille  4e  Arrondissement;894365.5;6249241.8;EPSG:2154;43.315804393171426;5.394940101404065;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13204;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3158043932,5.3949401014;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130867X;Ecole maternelle des Dames;ECOLE MATERNELLE PUBLIQUE;DAMES (DES);Public;6 place du Terras;;;13002;MARSEILLE;Marseille  2e  Arrondissement;892552.0;6247607.0;EPSG:2154;43.301597237583024;5.372003027842809;MANUEL;BATIMENT;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13202;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3015972376,5.37200302784;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130869Z;Ecole maternelle Estaque Plage;ECOLE MATERNELLE PUBLIQUE;ESTAQUE PLAGE;Public;23 boulevard Bandini;;;13016;MARSEILLE;Marseille 16e  Arrondissement;887848.3;6254158.4;EPSG:2154;43.36176291837936;5.316459774196612;Correcte;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13216;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3617629184,5.3164597742;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130870A;Ecole maternelle Estaque Riaux;ECOLE MATERNELLE PUBLIQUE;ESTAQUE RIAUX;Public;Boulevard de la Falaise;;;13016;MARSEILLE;Marseille 16e  Arrondissement;887204.1;6254240.0;EPSG:2154;43.36266638175255;5.308549737049374;Parfaite;Rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13216;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3626663818,5.30854973705;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130871B;Ecole maternelle Etienne Milan;ECOLE MATERNELLE PUBLIQUE;ETIENNE MILAN;Public;Rue Etienne Milan;;;13008;MARSEILLE;Marseille  8e  Arrondissement;893948.9;6243495.7;EPSG:2154;43.26425199451609;5.387669682924421;Parfaite;Rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13208;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2642519945,5.38766968292;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130882N;Ecole maternelle Fiolle-Breteuil;ECOLE MATERNELLE PUBLIQUE;FIOLLE-BRETEUIL;Public;80 rue Docteur Jean Fiolle;;;13006;MARSEILLE;Marseille  6e  Arrondissement;893147.0;6245686.0;EPSG:2154;43.284163499991024;5.378615631558845;MANUEL;BATIMENT;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13206;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2841635,5.37861563156;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130900H;Ecole maternelle Notre-Dame Limite Château Burzio;ECOLE MATERNELLE PUBLIQUE;N.D LIMITE FABRETTE;Public;Chemin de Mimet;;;13015;MARSEILLE;Marseille 15e  Arrondissement;891206.0;6256646.0;EPSG:2154;43.38323786281509;5.3587570771022675;MANUEL;BATIMENT;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13215;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3832378628,5.3587570771;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130901J;Ecole maternelle Oddo;ECOLE MATERNELLE PUBLIQUE;ODDO;Public;18 rue de la Butineuse;;;13015;MARSEILLE;Marseille 15e  Arrondissement;891508.4;6250663.3;EPSG:2154;43.329359939312276;5.36027989975109;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13215;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3293599393,5.36027989975;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130908S;Ecole maternelle La Pauline;ECOLE MATERNELLE PUBLIQUE;PAULINE (LA);Public;343 boulevard Romain Rolland;;;13009;MARSEILLE;Marseille  9e  Arrondissement;895659.1;6244318.1;EPSG:2154;43.27117923931036;5.4090194255475215;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13209;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2711792393,5.40901942555;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130911V;Ecole maternelle La Pointe Rouge;ECOLE MATERNELLE PUBLIQUE;POINTE ROUGE (LA);Public;6 boulevard de Nice;;;13008;MARSEILLE;Marseille  8e  Arrondissement;892780.0;6241085.0;EPSG:2154;43.242893665561674;5.37239686862989;Parfaite;Rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13208;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2428936656,5.37239686863;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130922G;Ecole maternelle Roy d'Espagne 1;ECOLE MATERNELLE PUBLIQUE;ROY D'ESPAGNE 1;Public;1  ALLÉE EMMANUEL CHABRIER;;;13008;MARSEILLE;Marseille  8e  Arrondissement;893872.0;6240794.0;EPSG:2154;43.239981329459894;5.385718963760468;MANUEL;BATIMENT;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13208;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2399813295,5.38571896376;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130926L;Ecole maternelle Saint-Antoine Palanque;ECOLE MATERNELLE PUBLIQUE;SAINT ANTOINE PALANQUE;Public;Chemin de la Martine;;;13015;MARSEILLE;Marseille 15e  Arrondissement;891701.0;6255606.0;EPSG:2154;43.373752832524104;5.364475794545174;Parfaite;Rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13215;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3737528325,5.36447579455;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130946H;Ecole maternelle Sainte-Marguerite;ECOLE MATERNELLE PUBLIQUE;SAINTE MARGUERITE;Public;98 rue AUGUSTIN AUBERT;;;13009;MARSEILLE;Marseille  9e  Arrondissement;895250.0;6243617.3;EPSG:2154;43.26499029430374;5.403722984730975;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13209;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2649902943,5.40372298473;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130957V;Ecole maternelle Vincent Leblanc;ECOLE MATERNELLE PUBLIQUE;VINCENT LEBLANC;Public;36 rue Vincent Leblanc;;;13002;MARSEILLE;Marseille  2e  Arrondissement;892209.0;6248039.3;EPSG:2154;43.3055769163941;5.367939877156594;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13202;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3055769164,5.36793987716;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130972L;Ecole élémentaire Jean Jaurès 1;ECOLE ELEMENTAIRE  PUBLIQUE;JEAN JAURES 1;Public;5 boulevard Joliot Curie;;;13500;MARTIGUES;Martigues;866431.7;6258876.1;EPSG:2154;43.40951964007692;5.053999656380444;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13056;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.4095196401,5.05399965638;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130974N;Ecole primaire Lavera;ECOLE PRIMAIRE PUBLIQUE;LAVERA;Public;Avenue Raymond Simi;;;13117;MARTIGUES;Martigues;864356.4;6256100.8;EPSG:2154;43.38504293551469;5.027519615729983;Correcte;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13056;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3850429355,5.02751961573;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131019M;Ecole élémentaire Jules Ferry;ECOLE ELEMENTAIRE  PUBLIQUE;JULES FERRY;Public;4 place Jules Ferry;;;13550;NOVES;Noves;852971.5;6310456.3;EPSG:2154;43.876521074116646;4.903289408958228;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13066;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.8765210741,4.90328940896;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131023S;Ecole maternelle La République;ECOLE MATERNELLE PUBLIQUE;REPUBLIQUE (LA);Public;20 boulevard de la République;;;13550;NOVES;Noves;852929.8;6310486.2;EPSG:2154;43.87679911692693;4.90277973641841;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13066;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.8767991169,4.90277973642;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
